gender,orthography,phonology,film_frequency,book_frequency,CVCV_structure,Class
m,déchaîné,deSEne,0.2,0.81,CVCCVVCV,ADJ
m,déchaîné,deSEne,0.18,0.61,CVCCVVCV,NOM
,décher,deSe,0.0,0.14,CVCCVC,VER
m,déchet,deSE,1.27,1.96,CVCCVC,NOM
f,déchetterie,deSEt°Ri,0.11,0.0,CVCCVCCVCVV,NOM
m,déchiffrable,deSifRabl,0.02,0.27,CVCCVCCCVCCV,ADJ
m,déchiffrage,deSifRaZ,0.06,0.41,CVCCVCCCVCV,NOM
m,déchiffrement,deSifR°m@,0.04,1.22,CVCCVCCCVCVCC,NOM
,déchiffrer,deSifRe,3.08,10.07,CVCCVCCCVC,VER
m,déchiffreur,deSifR9R,0.01,0.14,CVCCVCCCVVC,NOM
m,déchiquetage,deSik°taZ,0.0,0.27,CVCCVCVVCVCV,NOM
,déchiqueter,deSik°te,0.92,1.35,CVCCVCVVCVC,VER
m,déchiqueteur,deSik°t9R,0.01,0.07,CVCCVCVVCVVC,NOM
m,déchiqueté,deSik°te,0.46,0.95,CVCCVCVVCV,ADJ
m,déchirage,deSiRaZ,0.0,0.07,CVCCVCVCV,NOM
m,déchirant,deSiR@,0.36,3.04,CVCCVCVCC,ADJ
m,déchirement,deSiR°m@,0.23,4.05,CVCCVCVCVCC,NOM
,déchirer,deSiRe,4.27,8.72,CVCCVCVC,VER
m,déchireur,deSiR9R,0.02,0.0,CVCCVCVVC,NOM
f,déchirure,deSiRyR,1.03,4.8,CVCCVCVCV,NOM
m,déchiré,deSiRe,3.92,3.72,CVCCVCV,ADJ
,déchoir,deSwaR,0.01,1.49,CVCCVVC,VER
,déchouer,deSue,0.01,0.0,CVCCVVVC,VER
m,déchu,deSy,0.59,1.76,CVCCV,ADJ
f,déchéance,deSe@s,1.67,6.28,CVCCVVCCV,NOM
m,déci,desi,0.01,0.0,CVCV,NOM
m,décibel,desibEl,0.04,0.0,CVCVCVC,NOM
,décider,deside,42.27,27.16,CVCVCVC,VER
m,décideur,desid9R,0.12,0.0,CVCVCVVC,NOM
m,décidé,deside,1.88,6.55,CVCVCV,ADJ
,décidément,desidem@,3.88,30.81,CVCVCVCVCC,ADV
m,décigramme,desigRam,0.01,0.0,CVCVCCVCCV,NOM
m,décile,desil,0.01,0.0,CVCVCV,NOM
m,décilitre,desilitR,0.03,0.07,CVCVCVCCV,NOM
m,décimal,desimal,0.09,0.07,CVCVCVC,ADJ
f,décimalisation,desimalizasj§,0.01,0.0,CVCVCVCVCVCVVC,NOM
f,décimalité,desimalite,0.01,0.0,CVCVCVCVCV,NOM
m,décimateur,desimat9R,0.01,0.0,CVCVCVCVVC,NOM
f,décimation,desimasj§,0.42,0.2,CVCVCVCVVC,NOM
,décimer,desime,0.41,0.27,CVCVCVC,VER
m,décimètre,desimEtR,0.01,0.54,CVCVCVCCV,NOM
m,décisif,desizif,1.96,7.03,CVCVCVC,ADJ
f,décision,desizj§,54.63,47.77,CVCVCVVC,NOM
f,décision-clé,desizj§kle,0.01,0.0,CVCVCVVC-CCV,NOM
,décisionnaire,desizjonER,0.04,0.0,CVCVCVVCCVVCV,NOM
m,décisionnel,desizjonEl,0.04,0.0,CVCVCVVCCVC,ADJ
f,déclamation,deklamasj§,0.03,0.68,CVCCVCVCVVC,NOM
,déclamatoire,deklamatwaR,0.01,0.34,CVCCVCVCVVCV,ADJ
,déclamer,deklame,0.53,1.22,CVCCVCVC,VER
,déclancher,dekl@Se,0.14,0.07,CVCCVCCCVC,VER
m,déclarant,deklaR@,0.03,0.07,CVCCVCVCC,ADJ
f,déclaration,deklaRasj§,16.49,15.68,CVCCVCVCVVC,NOM
,déclaratoire,deklaRatwaR,0.03,0.0,CVCCVCVCVVCV,ADJ
,déclarer,deklaRe,6.85,7.97,CVCCVCVC,VER
m,déclaré,deklaRe,0.65,0.68,CVCCVCV,ADJ
m,déclassement,deklas°m@,0.0,0.2,CVCCVCCVCVCC,NOM
,déclasser,deklase,0.14,0.2,CVCCVCCVC,VER
m,déclassé,deklase,0.14,0.0,CVCCVCCV,ADJ
m,déclassé,deklase,0.0,0.2,CVCCVCCV,NOM
m,déclenchant,dekl@S@,0.04,0.0,CVCCVCCCVCC,ADJ
f,déclenche,dekl@S,0.2,0.14,CVCCVCCCV,NOM
m,déclenchement,dekl@S°m@,0.53,2.5,CVCCVCCCVCVCC,NOM
,déclencher,dekl@Se,4.71,5.88,CVCCVCCCVC,VER
m,déclencheur,dekl@S9R,0.84,0.07,CVCCVCCCVVC,NOM
m,déclic,deklik,0.96,7.5,CVCCVC,NOM
m,déclin,dekl5,1.73,6.08,CVCCVC,NOM
f,déclinaison,deklinEz§,0.09,0.2,CVCCVCVVCVC,NOM
m,déclinant,deklin@,0.03,1.69,CVCCVCVCC,ADJ
,décliner,dekline,0.58,2.23,CVCCVCVC,VER
f,déclive,dekliv,0.0,0.27,CVCCVCV,ADJ
f,déclivité,deklivite,0.01,0.74,CVCCVCVCV,NOM
,déclouer,deklue,0.1,0.14,CVCCVVVC,VER
,déco,deko,2.25,0.47,CVCV,ADJ
,décocher,dekoSe,0.06,0.54,CVCVCCVC,VER
f,décoction,dekOksj§,0.81,0.81,CVCVCCVVC,NOM
m,décodage,dekodaZ,0.19,0.0,CVCVCVCV,NOM
,décoder,dekode,1.59,0.34,CVCVCVC,VER
m,décodeur,dekod9R,0.35,0.07,CVCVCVVC,NOM
m,décoffrage,dekOfRaZ,0.02,0.0,CVCVCCCVCV,NOM
,décoiffer,dekwafe,0.2,0.2,CVCVVCCVC,VER
,décoincer,dekw5se,0.61,0.2,CVCVVCCVC,VER
m,décoinçage,dekw5saZ,0.01,0.0,CVCVVCCVCV,NOM
m,décollage,dekolaZ,7.14,1.15,CVCVCCVCV,NOM
f,décollation,dekolasj§,0.01,0.07,CVCVCCVCVVC,NOM
m,décollement,dekOl°m@,0.26,0.07,CVCVCCVCVCC,NOM
,décoller,dekole,8.11,5.68,CVCVCCVC,VER
,décolleter,dekOl°te,0.01,0.07,CVCVCCVCVC,VER
m,décolleté,dekOl°te,0.21,0.41,CVCVCCVCV,ADJ
m,décolleté,dekOl°te,1.52,3.31,CVCVCCVCV,NOM
f,décolonisation,dekolonizasj§,0.0,0.41,CVCVCVCVCVCVVC,NOM
m,décolorant,dekoloR@,0.01,0.07,CVCVCVCVCC,ADJ
m,décolorant,dekoloR@,0.02,0.0,CVCVCVCVCC,NOM
f,décoloration,dekoloRasj§,0.46,0.2,CVCVCVCVCVVC,NOM
,décolorer,dekoloRe,0.1,0.34,CVCVCVCVC,VER
m,décoloré,dekoloRe,0.07,0.95,CVCVCVCV,ADJ
,décolérer,dekoleRe,0.0,0.07,CVCVCVCVC,VER
,décommander,dekom@de,0.98,0.88,CVCVCCVCCVC,VER
f,décompensation,dek§p@sasj§,0.01,0.0,CVCVCCVCCVCVVC,NOM
,décompenser,dek§p@se,0.04,0.0,CVCVCCVCCVC,VER
,décompliquer,dek§plike,0.02,0.0,CVCVCCCVCVVC,VER
,décomposable,dek§pozabl,0.0,0.07,CVCVCCVCVCCV,ADJ
,décomposer,dek§poze,0.81,1.42,CVCVCCVCVC,VER
m,décomposeur,dek§poz9R,0.01,0.0,CVCVCCVCVVC,NOM
f,décomposition,dek§pozisj§,2.58,3.38,CVCVCCVCVCVVC,NOM
m,décomposé,dek§poze,0.13,1.49,CVCVCCVCV,ADJ
,décompresser,dek§pRese,0.63,0.14,CVCVCCCVCCVC,VER
f,décompression,dek§pREsj§,0.46,0.34,CVCVCCCVCCVVC,NOM
,décomprimer,dek§pRime,0.01,0.0,CVCVCCCVCVC,VER
m,décompte,dek§t,1.11,0.61,CVCVCCCV,NOM
,décompter,dek§te,0.08,0.27,CVCVCCCVC,VER
f,déconcentration,dek§s@tRasj§,0.0,0.07,CVCVCCVCCCVCVVC,NOM
,déconcentrer,dek§s@tRe,0.47,0.07,CVCVCCVCCCVC,VER
m,déconcertant,dek§sERt@,0.63,1.01,CVCVCCVCCVCC,ADJ
,déconcerter,dek§sERte,0.06,0.54,CVCVCCVCCVC,VER
m,déconcerté,dek§sERte,0.2,1.55,CVCVCCVCCV,ADJ
m,déconditionnement,dek§disjOn°m@,0.03,0.0,CVCVCCVCVVCCVCVCC,NOM
,déconditionner,dek§disjone,0.01,0.0,CVCVCCVCVVCCVC,VER
,déconfire,dek§fiR,0.01,0.0,CVCVCCVCV,VER
m,déconfit,dek§fi,0.04,0.54,CVCVCCVC,ADJ
f,déconfiture,dek§fityR,0.07,1.42,CVCVCCVCVCV,NOM
,décongeler,dek§Z°le,0.21,0.07,CVCVCCVCVC,VER
m,décongestif,dek§ZEstif,0.01,0.0,CVCVCCVCCVC,NOM
f,décongestion,dek§ZEstj§,0.01,0.0,CVCVCCVCCVVC,NOM
,décongestionner,dek§ZEstjone,0.1,0.0,CVCVCCVCCVVCCVC,VER
f,décongélation,dek§Zelasj§,0.31,0.0,CVCVCCVCVCVVC,NOM
m,déconnage,dekonaZ,0.0,0.54,CVCVCCVCV,NOM
,déconnecter,dekonEkte,0.64,0.07,CVCVCCVCCVC,VER
f,déconnection,dekonEksj§,0.03,0.0,CVCVCCVCCVVC,NOM
,déconner,dekone,9.39,3.04,CVCVCCVC,VER
m,déconneur,dekon9R,0.19,0.07,CVCVCCVVC,NOM
f,déconnexion,dekonEksj§,0.16,0.07,CVCVCCVCVVC,NOM
m,déconomètre,dekonomEtR,0.0,0.07,CVCVCVCVCCV,NOM
m,déconophone,dekonofOn,0.0,0.14,CVCVCVCCVCV,NOM
,déconseiller,dek§seje,0.06,0.07,CVCVCCVVCCVC,VER
f,déconsidération,dek§sideRasj§,0.01,0.0,CVCVCCVCVCVCVVC,NOM
,déconsidérer,dek§sideRe,0.01,0.41,CVCVCCVCVCVC,VER
,déconsigner,dek§siNe,0.0,0.2,CVCVCCVCCVC,VER
,déconstiper,dek§stipe,0.01,0.0,CVCVCCCVCVC,VER
f,déconstruction,dek§stRyksj§,0.08,0.07,CVCVCCCCVCCVVC,NOM
f,décontamination,dek§taminasj§,0.96,0.0,CVCVCCVCVCVCVVC,NOM
,décontaminer,dek§tamine,0.07,0.0,CVCVCCVCVCVC,VER
,décontenancer,dek§t°n@se,0.03,0.07,CVCVCCVCVCCVC,VER
m,décontenancé,dek§t°n@se,0.16,2.16,CVCVCCVCVCCV,ADJ
m,décontract,dek§tRakt,0.24,0.07,CVCVCCCVCC,ADJ
,décontracter,dek§tRakte,0.27,0.14,CVCVCCCVCCVC,VER
f,décontraction,dek§tRaksj§,0.15,1.28,CVCVCCCVCCVVC,NOM
m,décontracté,dek§tRakte,0.61,0.68,CVCVCCCVCCV,ADJ
m,décontracté,dek§tRakte,0.11,0.14,CVCVCCCVCCV,NOM
f,déconvenue,dek§v°ny,0.16,1.42,CVCVCCVCVV,NOM
m,décor,dekOR,6.01,38.78,CVCVC,NOM
m,décorateur,dekoRat9R,1.37,2.03,CVCVCVCVVC,NOM
m,décoratif,dekoRatif,0.38,1.35,CVCVCVCVC,ADJ
f,décoration,dekoRasj§,4.8,6.35,CVCVCVCVVC,NOM
,décorer,dekoRe,3.38,2.91,CVCVCVC,VER
,décorner,dekORne,0.01,0.2,CVCVCCVC,VER
m,décorticage,dekORtikaZ,0.0,0.14,CVCVCCVCVCV,NOM
f,décortication,dekORtikasj§,0.01,0.0,CVCVCCVCVCVVC,NOM
,décortiquer,dekORtike,0.4,1.01,CVCVCCVCVVC,VER
m,décortiqué,dekORtike,0.0,0.14,CVCVCCVCVV,ADJ
m,décorum,dekoROm,0.17,0.54,CVCVCVC,NOM
m,décoré,dekoRe,0.94,0.81,CVCVCV,ADJ
,découcher,dekuSe,0.2,0.2,CVCVVCCVC,VER
,découdre,dekudR,0.42,1.15,CVCVVCCV,VER
,découler,dekule,0.13,0.61,CVCVVCVC,VER
m,découpage,dekupaZ,0.47,1.62,CVCVVCVCV,NOM
f,découpe,dekup,0.47,1.82,CVCVVCV,NOM
,découper,dekupe,4.36,4.93,CVCVVCVC,VER
m,découpeur,dekup9R,0.15,0.0,CVCVVCVVC,NOM
m,découplage,dekuplaZ,0.01,0.0,CVCVVCCVCV,NOM
,découpler,dekuple,0.01,0.0,CVCVVCCVC,VER
m,découplé,dekuple,0.0,0.2,CVCVVCCV,ADJ
f,découpure,dekupyR,0.01,0.34,CVCVVCVCV,NOM
m,découpé,dekupe,0.32,1.08,CVCVVCV,ADJ
m,décourageant,dekuRaZ@,0.19,0.74,CVCVVCVCVVCC,ADJ
m,découragement,dekuRaZ°m@,0.27,6.28,CVCVVCVCVCVCC,NOM
,décourager,dekuRaZe,1.9,5.61,CVCVVCVCVC,VER
m,découragé,dekuRaZe,0.35,3.04,CVCVVCVCV,ADJ
m,décours,dekuR,0.0,0.14,CVCVVCC,NOM
m,décousu,dekuzy,0.2,0.54,CVCVVCV,ADJ
m,découvert,dekuvER,1.76,4.59,CVCVVCVCC,ADJ
m,découvert,dekuvER,2.69,4.86,CVCVVCVCC,NOM
f,découverte,dekuvERt,9.25,23.18,CVCVVCVCCV,NOM
f,découverte,dekuvERt,3.3,4.46,CVCVVCVCCV,VER
m,découvreur,dekuvR9R,0.2,0.47,CVCVVCCVVC,NOM
,découvrir,dekuvRiR,37.11,50.88,CVCVVCCVC,VER
,décramponner,dekR@pone,0.0,0.07,CVCCVCCVCCVC,VER
m,décrassage,dekRasaZ,0.04,0.2,CVCCVCCVCV,NOM
,décrasser,dekRase,0.1,0.61,CVCCVCCVC,VER
m,décret,dekRE,3.54,6.42,CVCCVC,NOM
m,décret-loi,dekRElwa,0.03,0.07,CVCCVC-CVV,NOM
,décrier,dekRije,0.03,0.2,CVCCVVC,VER
,décriminaliser,dekRiminalise,0.01,0.0,CVCCVCVCVCVCVC,VER
,décrire,dekRiR,11.01,13.51,CVCCVCV,VER
,décrisper,dekRispe,0.02,0.27,CVCCVCCVC,VER
m,décrit,dekRi,1.26,0.95,CVCCVC,ADJ
m,décrié,dekRije,0.0,0.14,CVCCVV,ADJ
m,décrochage,dekRoSaZ,0.25,0.47,CVCCVCCVCV,NOM
m,décrochant,dekRoS@,0.0,0.07,CVCCVCCVCC,ADJ
m,décrochement,dekROS°m@,0.0,0.34,CVCCVCCVCVCC,NOM
,décrocher,dekRoSe,6.02,7.91,CVCCVCCVC,VER
m,décrochez-moi-ça,dekRoSemwasa,0.0,0.07,CVCCVCCVC-CVV-CV,NOM
,décroiser,dekRwaze,0.02,0.07,CVCCVVCVC,VER
f,décroissance,dekRwas@s,0.01,0.0,CVCCVVCCVCCV,NOM
m,décroissant,dekRwas@,0.01,0.61,CVCCVVCCVCC,ADJ
,décrotter,dekRote,0.01,0.2,CVCCVCCVC,VER
m,décrottoir,dekRotwaR,0.0,0.14,CVCCVCCVVC,NOM
m,décroît,dekRwa,0.0,0.07,CVCCVVC,NOM
,décroître,dekRwatR,0.05,2.23,CVCCVVCCV,VER
f,décrue,dekRy,0.02,0.14,CVCCVV,NOM
m,décryptage,dekRiptaZ,0.2,0.14,CVCCVCCVCV,NOM
,décrypter,dekRipte,0.46,0.34,CVCCVCCVC,VER
m,décrypteur,dekRipt9R,0.1,0.0,CVCCVCCVVC,NOM
,décrédibiliser,dekRedibilize,0.01,0.0,CVCCVCVCVCVCVC,VER
m,décrépit,dekRepi,0.42,0.07,CVCCVCVC,ADJ
f,décrépitude,dekRepityd,0.12,1.62,CVCCVCVCVCV,NOM
,décréter,dekRete,0.18,0.47,CVCCVCVC,VER
m,décrêpage,dekREpaZ,0.0,0.07,CVCCVCVCV,NOM
,décrêper,dekREpe,0.01,0.14,CVCCVCVC,VER
,déculotter,dekylote,0.05,0.81,CVCVCVCCVC,VER
m,déculotté,dekylote,0.0,0.07,CVCVCVCCV,ADJ
f,déculottée,dekylote,0.12,0.0,CVCVCVCCVV,NOM
,déculpabiliser,dekylpabilize,0.11,0.0,CVCVCCVCVCVCVC,VER
,décuple,dekypl,0.02,0.07,CVCVCCV,ADJ
,décupler,dekyple,0.07,0.41,CVCVCCVC,VER
m,décuplé,dekyple,0.02,0.14,CVCVCCV,ADJ
,décuver,dekyve,0.04,0.0,CVCVCVC,VER
m,décès,desE,12.82,4.66,CVCVC,NOM
,décéder,desede,0.23,0.14,CVCVCVC,VER
m,décédé,desede,1.58,0.47,CVCVCV,ADJ
f,décélération,deseleRasj§,0.3,0.14,CVCVCVCVCVVC,NOM
,décélérer,deseleRe,0.05,0.0,CVCVCVCVC,VER
f,décérébration,deseRebRasj§,0.03,0.0,CVCVCVCCVCVVC,NOM
,décérébrer,deseRebRe,0.01,0.0,CVCVCVCCVC,VER
,dédaigner,dedeNe,0.41,1.49,CVCVVCCVC,VER
f,dédaigneuse,dedEN2z,0.0,0.07,CVCVVCCVVCV,NOM
,dédaigneusement,dedEN2z°m@,0.01,1.15,CVCVVCCVVCVCVCC,ADV
m,dédaigneux,dedEN2,0.26,3.85,CVCVVCCVVC,ADJ
m,dédain,ded5,0.65,9.39,CVCVVC,NOM
m,dédale,dedal,0.27,5.27,CVCVCV,NOM
f,dédicace,dedikas,1.72,1.76,CVCVCVCV,NOM
,dédicacer,dedikase,0.69,0.41,CVCVCVCVC,VER
m,dédicacé,dedikase,0.12,0.14,CVCVCVCV,ADJ
f,dédicatoire,dedikatwaR,0.0,0.34,CVCVCVCVVCV,ADJ
,dédier,dedje,1.67,1.08,CVCVVC,VER
,dédire,dediR,0.01,0.27,CVCVCV,VER
m,dédit,dedi,0.04,0.41,CVCVC,NOM
m,dédié,dedje,0.27,0.2,CVCVV,ADJ
m,dédommagement,dedomaZ°m@,1.1,0.54,CVCVCCVCVCVCC,NOM
,dédommager,dedomaZe,1.45,0.47,CVCVCCVCVC,VER
m,dédouanement,dedwan°m@,0.14,0.0,CVCVVVCVCVCC,NOM
,dédouaner,dedwane,0.03,0.34,CVCVVVCVC,VER
m,dédoublement,dedubl°m@,0.46,1.01,CVCVVCCVCVCC,NOM
,dédoubler,deduble,0.12,0.68,CVCVVCCVC,VER
,dédramatiser,dedRamatize,0.03,0.2,CVCCVCVCVCVC,VER
m,déducteur,dedykt9R,0.0,0.14,CVCVCCVVC,NOM
f,déductibilité,dedyktibilite,0.07,0.0,CVCVCCVCVCVCV,NOM
f,déductible,dedyktibl,0.4,0.0,CVCVCCVCCV,ADJ
m,déductif,dedyktif,0.14,0.0,CVCVCCVC,ADJ
f,déduction,dedyksj§,1.55,1.08,CVCVCCVVC,NOM
,déduire,ded8iR,2.0,2.36,CVCVVCV,VER
m,déduit,ded8i,0.21,0.27,CVCVVC,NOM
f,déesse,deEs,11.82,6.42,CVVCCV,NOM
f,défaillance,defaj@s,2.06,5.47,CVCVVCCVCCV,NOM
m,défaillant,defaj@,0.36,0.81,CVCVVCCVCC,ADJ
,défaillir,defajiR,0.58,2.91,CVCVVCCVC,VER
,défaire,defER,5.26,10.14,CVCVVCV,VER
m,défait,defE,0.75,4.19,CVCVVC,ADJ
f,défaite,defEt,7.64,19.46,CVCVVCV,NOM
m,défaitisme,defetizm,0.56,0.68,CVCVVCVCCV,NOM
,défaitiste,defetist,0.57,0.14,CVCVVCVCCV,ADJ
,défaitiste,defetist,0.16,0.14,CVCVVCVCCV,NOM
,défalquer,defalke,0.01,0.07,CVCVCCVVC,VER
,défarguer,defaRge,0.0,0.2,CVCVCCVVC,VER
,défausser,defose,0.01,0.07,CVCVVCCVC,VER
m,défaut,defo,11.24,27.7,CVCVVC,NOM
f,défaveur,defav9R,0.18,0.41,CVCVCVVC,NOM
,défavorable,defavoRabl,0.56,1.76,CVCVCVCVCCV,ADJ
,défavorablement,defavoRabl°m@,0.0,0.2,CVCVCVCVCCVCVCC,ADV
m,défavorisé,defavoRize,0.07,0.14,CVCVCVCVCV,ADJ
m,défavorisé,defavoRize,0.02,0.0,CVCVCVCVCV,NOM
,défectible,defEktibl,0.0,0.07,CVCVCCVCCV,ADJ
m,défectif,defEktif,0.01,0.0,CVCVCCVC,ADJ
f,défection,defEksj§,0.42,1.15,CVCVCCVVC,NOM
,défectueusement,defEkt82z°m@,0.0,0.07,CVCVCCVVVCVCVCC,ADV
m,défectueux,defEkt82,1.74,0.74,CVCVCCVVVC,ADJ
f,défectuosité,defEkt8ozite,0.01,0.14,CVCVCCVVCVCV,NOM
f,défendable,def@dabl,0.2,0.2,CVCVCCVCCV,ADJ
m,défendeur,def@d9R,0.43,0.0,CVCVCCVVC,NOM
,défendre,def@dR,36.58,41.49,CVCVCCCV,VER
m,défends,def@,0.2,0.0,CVCVCCC,NOM
m,défendu,def@dy,1.02,2.64,CVCVCCV,ADJ
f,défenestration,def°nEstRasj§,0.09,0.07,CVCVCVCCCVCVVC,NOM
,défenestrer,def°nEstRe,0.17,0.0,CVCVCVCCCVC,VER
m,défens,def@,0.01,0.0,CVCVCC,NOM
f,défense,def@s,48.56,47.77,CVCVCCV,NOM
m,défenseur,def@s9R,2.59,3.38,CVCVCCVVC,NOM
m,défensif,def@sif,0.71,0.74,CVCVCCVC,ADJ
f,défensive,def@siv,0.98,1.89,CVCVCCVCV,NOM
m,déferlant,defERl@,0.0,0.07,CVCVCCVCC,ADJ
f,déferlante,defERl@t,0.23,0.2,CVCVCCVCCV,NOM
m,déferlement,defERl°m@,0.33,4.53,CVCVCCVCVCC,NOM
,déferler,defERle,0.08,1.76,CVCVCCVC,VER
,déferrer,defeRe,0.1,0.0,CVCVCCVC,VER
m,déferré,defERe,0.0,0.07,CVCVCCV,ADJ
m,défi,defi,10.23,15.2,CVCV,NOM
f,défiance,defj@s,0.58,1.96,CVCVVCCV,NOM
m,défiant,defj@,0.43,0.27,CVCVVCC,ADJ
m,défibreur,defibR9R,0.01,0.0,CVCVCCVVC,NOM
m,défibrillateur,defibRilat9R,0.57,0.0,CVCVCCVCCVCVVC,NOM
f,défibrillation,defibRilasj§,0.14,0.0,CVCVCCVCCVCVVC,NOM
,déficeler,defis°le,0.01,0.14,CVCVCVCVC,VER
f,déficience,defisj@s,0.56,0.47,CVCVCVVCCV,NOM
m,déficient,defisj@,0.21,0.27,CVCVCVVCC,ADJ
m,déficient,defisj@,0.05,0.0,CVCVCVVCC,NOM
m,déficit,defisit,1.91,0.95,CVCVCVC,NOM
,déficitaire,defisitER,0.06,0.07,CVCVCVCVVCV,ADJ
,défier,defje,3.92,4.39,CVCVVC,VER
,défiger,defiZe,0.07,0.0,CVCVCVC,VER
f,défiguration,defigyRasj§,0.24,0.14,CVCVCVCVCVVC,NOM
m,défigurement,defigyR°m@,0.01,0.0,CVCVCVCVCVCC,NOM
,défigurer,defigyRe,0.56,0.81,CVCVCVCVC,VER
m,défiguré,defigyRe,0.57,0.81,CVCVCVCV,ADJ
m,défilement,defil°m@,0.01,0.61,CVCVCVCVCC,NOM
,défiler,defile,4.32,11.28,CVCVCVC,VER
m,défilé,defile,7.45,12.3,CVCVCV,NOM
m,défini,defini,0.57,1.62,CVCVCV,ADJ
m,défini,defini,0.04,0.14,CVCVCV,NOM
,définir,definiR,3.07,7.7,CVCVCVC,VER
m,définissable,definisabl,0.0,0.14,CVCVCVCCVCCV,ADJ
m,définitif,definitif,4.0,10.41,CVCVCVCVC,ADJ
f,définition,definisj§,4.73,6.28,CVCVCVCVVC,NOM
,définitivement,definitiv°m@,9.34,23.51,CVCVCVCVCVCVCC,ADV
f,déflagration,deflagRasj§,0.31,1.55,CVCCVCCVCVVC,NOM
f,déflationniste,deflasjOnist,0.01,0.0,CVCCVCVVCCVCCV,ADJ
m,déflecteur,deflEkt9R,0.04,0.0,CVCCVCCVVC,ADJ
m,déflecteur,deflEkt9R,0.02,0.07,CVCCVCCVVC,NOM
f,déflexion,deflEksj§,0.09,0.0,CVCCVCVVC,NOM
f,défloraison,defloREz§,0.0,0.2,CVCCVCVVCVC,NOM
f,défloration,defloRasj§,0.01,0.2,CVCCVCVCVVC,NOM
,déflorer,defloRe,0.12,0.14,CVCCVCVC,VER
m,défoliant,defOlj@,0.01,0.0,CVCVCVVCC,NOM
f,défonce,def§s,0.64,0.95,CVCVCCV,NOM
m,défoncement,def§s°m@,0.0,0.27,CVCVCCVCVCC,NOM
,défoncer,def§se,5.22,2.84,CVCVCCVC,VER
f,défonceuse,def§s2z,0.02,0.14,CVCVCCVVCV,NOM
m,défoncé,def§se,2.03,1.89,CVCVCCV,ADJ
f,déforestation,defoREstasj§,0.04,0.0,CVCVCVCCVCVVC,NOM
m,déformant,defORm@,0.04,0.27,CVCVCCVCC,ADJ
f,déformation,defORmasj§,0.75,1.69,CVCVCCVCVVC,NOM
,déformer,defORme,0.62,1.15,CVCVCCVC,VER
m,déformé,defORme,0.55,0.81,CVCVCCV,ADJ
m,défoulement,deful°m@,0.06,0.27,CVCVVCVCVCC,NOM
,défouler,defule,1.66,0.27,CVCVVCVC,VER
m,défouloir,defulwaR,0.15,0.0,CVCVVCVVC,NOM
,défourailler,defuRaje,0.29,0.34,CVCVVCVVCCVC,VER
m,défragmenteur,defRagm@t9R,0.01,0.0,CVCCVCCVCCVVC,NOM
m,défraiement,defREm@,0.05,0.0,CVCCVVVCVCC,NOM
,défrayer,defReje,0.0,0.41,CVCCVVVC,VER
m,défraîchi,defRESi,0.06,0.88,CVCCVVCCV,ADJ
,défraîchir,defReSiR,0.0,0.2,CVCCVVCCVC,VER
m,défrichage,defRiSaZ,0.0,0.14,CVCCVCCVCV,NOM
m,défrichement,defRiS°m@,0.0,0.41,CVCCVCCVCVCC,NOM
,défricher,defRiSe,0.1,0.74,CVCCVCCVC,VER
m,défrisage,defRizaZ,0.01,0.0,CVCCVCVCV,NOM
,défriser,defRize,0.05,0.27,CVCCVCVC,VER
,défroisser,defRwase,0.01,0.34,CVCCVVCCVC,VER
f,défroque,defROk,0.03,1.28,CVCCVCVV,NOM
,défroquer,defROke,0.02,0.0,CVCCVCVVC,VER
m,défroqué,defRoke,0.04,0.34,CVCCVCVV,ADJ
m,défroqué,defRoke,0.04,0.0,CVCCVCVV,NOM
m,défunt,def1,2.87,2.3,CVCVCC,ADJ
m,défunt,def1,4.5,2.91,CVCVCC,NOM
,défunter,def1te,0.0,0.07,CVCVCCVC,VER
f,défécation,defekasj§,0.01,0.61,CVCVCVCVVC,NOM
,défécatoire,defekatwaR,0.0,0.41,CVCVCVCVVCV,ADJ
,déféminiser,defeminize,0.01,0.0,CVCVCVCVCVC,VER
,déféquer,defeke,0.48,0.27,CVCVCVVC,VER
f,déférence,defeR@s,0.08,4.26,CVCVCVCCV,NOM
m,déférent,defeR@,0.0,1.42,CVCVCVCC,ADJ
,déférer,defeRe,0.05,0.07,CVCVCVC,VER
m,dégagement,degaZ°m@,0.44,0.54,CVCVCVCVCC,NOM
,dégager,degaZe,8.22,15.2,CVCVCVC,VER
m,dégagé,degaZe,0.76,4.39,CVCVCV,ADJ
m,dégagé,degaZe,0.41,0.27,CVCVCV,NOM
f,dégaine,degEn,1.43,3.11,CVCVVCV,NOM
,dégainer,degene,1.62,0.54,CVCVVCVC,VER
m,dégarni,degaRni,0.39,1.69,CVCVCCV,ADJ
,dégarnir,degaRniR,0.02,0.14,CVCVCCVC,VER
,dégauchir,degoSiR,0.0,1.69,CVCVVCCVC,VER
f,dégauchisseuse,degoSis2z,0.0,0.07,CVCVVCCVCCVVCV,NOM
m,dégazage,degazaZ,0.03,0.0,CVCVCVCV,NOM
,dégazer,degaze,0.01,0.07,CVCVCVC,VER
m,dégel,deZEl,0.47,3.31,CVCVC,NOM
,dégeler,deZ°le,0.38,0.34,CVCVCVC,VER
f,dégelée,deZ°le,0.01,1.08,CVCVCVV,NOM
m,dégingandé,deZ5g@de,0.02,1.55,CVCVCCVCCV,ADJ
m,dégivrage,deZivRaZ,0.03,0.0,CVCVCCVCV,NOM
